source_name,category,priority_rank,url,rss_url,api_endpoint,source_type,jurisdiction,confidence_weight,active,notes,content_expectation,useful_life_days,terms_reviewed,content_source
CISA Alerts,regulatory,2,https://www.cisa.gov/news-events/cybersecurity-advisories,https://www.cisa.gov/cybersecurity-advisories/all.xml,,rss,GLOBAL,0.95,True,US CISA advisories. Often precedes ACSC advisories on global threats.,continuous,14,False,False
CISA Known Exploited Vulnerabilities,regulatory,2,https://www.cisa.gov/known-exploited-vulnerabilities-catalog,,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,api,GLOBAL,0.92,True,CISA KEV catalog — authoritative list of actively-exploited CVEs. ACSC advisories frequently reference this. Confirmed live JSON API.,continuous,14,False,False
FSB Press Releases,regulatory,2,https://www.fsb.org/press/press-releases/,https://www.fsb.org/feed/,,rss,GLOBAL,0.92,True,"Financial Stability Board — G20 systemic risk, TBTF, resolution frameworks. USS-TJR-MSN-0339 WP1: the old content_type/press-releases/feed/ URL is a real, well-formed, reachable RSS feed that has simply never had a single <item> in it (confirmed 2026-07-08) — a CMS misconfiguration on FSB's side, not our bug. Switched to the site-wide /feed/ (confirmed live, 10 items) as the working real replacement; broader than press-releases-only but genuinely populated.",continuous,14,False,False
NCSC UK Advisories,regulatory,2,https://www.ncsc.gov.uk/section/keep-up-to-date/alerts-advisories,https://www.ncsc.gov.uk/api/1/services/v1/all-rss-feed.xml,,rss,GLOBAL,0.90,True,"UK NCSC advisories — Five Eyes partner, co-authored with ASD/ACSC on global threats. Confirmed live.",continuous,14,False,False
Australian Treasury Consultations,regulatory,3,https://treasury.gov.au/consultations,https://treasury.gov.au/rss.xml,,rss,AU,0.82,True,RSS feed exists but was empty at verification. Monitor; scrape /consultations as fallback if feed stays unpopulated.,continuous,14,False,False
BIS FSI Publications,regulatory,3,https://www.bis.org/fsi/publications.htm,https://www.bis.org/doclist/bis_fsi_publs.rss,,rss,GLOBAL,0.88,True,"Financial Stability Institute — supervisory guidance, policy implementation notes.",continuous,14,False,False
Council of Financial Regulators,regulatory,3,https://www.cfr.gov.au/publications/,https://www.cfr.gov.au/rss/rss-whats-new.xml,,rss,AU,0.92,True,RDF 1.0 feed. Covers quarterly statements and media releases. Confirmed live with June 2026 quarterly statement.,continuous,14,False,False
OAIC Privacy Determinations & News,regulatory,3,https://www.oaic.gov.au/,https://www.oaic.gov.au/rss,,rss,AU,0.90,True,"RSS 2.0. Site-wide feed. Covers privacy determinations, enforcement actions (Medibank, Optus, Bunnings, Meta) and data breach notifications. Confirmed working.",continuous,14,False,False
APRA — Speeches and Publications,regulatory,104,https://www.apra.gov.au,https://www.apra.gov.au/news-and-publications/rss,,rss,AU,0.92,True,"APRA public RSS. CC BY 4.0. Covers CPS230, operational resilience, business continuity.",continuous,60,True,True
APRA Speeches,regulatory,1,https://www.apra.gov.au/speeches,,,scrape,AU,0.95,False,APRA Board Member speeches. [404] URL needs update or replaced.,continuous,14,False,False
RBA Media Releases,regulatory,1,https://www.rba.gov.au/media-releases/,https://www.rba.gov.au/rss/rss-cb-media-releases.xml,,rss,AU,0.97,False,"Monetary policy, financial stability, payment system notices. [DEACTIVATED] SSL certificate verify failed — likely environment issue, investigate on VM.",continuous,14,False,False
ENISA Advisories,regulatory,2,https://www.enisa.europa.eu/publications,https://www.enisa.europa.eu/news/rss/,,rss,GLOBAL,0.90,False,EU Agency for Cybersecurity publications. [404] URL needs update.,continuous,14,False,False
FSB Publications,regulatory,2,https://www.fsb.org/publications/,https://www.fsb.org/wordpress/content_type/publications/feed/,,rss,GLOBAL,0.90,False,"FSB policy papers, consultation reports, peer reviews. USS-TJR-MSN-0339 WP1: same permanently-empty-feed issue as FSB Press Releases (confirmed 2026-07-08, real/reachable/well-formed RSS, zero items ever). No separate publications-only feed found; the fixed 'FSB Press Releases' source now points at FSB's real site-wide /feed/, which covers this content too — deactivated here to avoid ingesting the same items twice under two source_ids (dedup_hash includes source_id, so cross-source duplicates would not be caught).",continuous,14,False,False
RBA Financial Stability Review,regulatory,2,https://www.rba.gov.au/publications/fsr/,https://www.rba.gov.au/rss/rss-cb-fsr.xml,,rss,AU,0.95,False,"Semi-annual systemic risk assessment. [DEACTIVATED] SSL certificate verify failed — likely environment issue, investigate on VM.",continuous,14,False,False
ACCC Media Releases,regulatory,3,https://www.accc.gov.au/news-centre,,,scrape,AU,0.85,False,No RSS feed. Email subscription only. Scrape /news-centre. Activate when scrape adapter built.,continuous,14,False,False
AUSTRAC Media Releases,regulatory,3,https://www.austrac.gov.au/news-and-media,,,scrape,AU,0.85,False,No RSS feed. Bot-blocking on direct fetch. Scrape required. Activate when scrape adapter built.,continuous,14,False,False
eSafety Commissioner,regulatory,3,https://www.esafety.gov.au/newsroom,,,scrape,AU,0.82,False,No RSS feed. Aggressive bot-blocking (all fetch attempts timed out). Requires headless browser. Activate when scrape adapter built.,continuous,14,False,False
Daily Operational Resilience Briefs (GitHub),resilience_brief,2,https://github.com/timjardenross/daily-operational-resilience-briefs,,,github_markdown,AU,0.75,True,Daily Operational Resilience Briefs (GitHub). Curated digest ingested by GitHubMarkdownAdapter + tools/intelligence/github_brief_sync.py. MSN-0074.,continuous,14,False,False
MIT Sloan Management Review,thought_leadership,100,https://sloanreview.mit.edu,https://sloanreview.mit.edu/feed/,,rss,GLOBAL,0.85,True,"MIT open access RSS. Covers management, leadership, AI strategy. Signal discovery only — title/summary/url.",continuous,365,True,True
Harvard Business Review — Ideas,thought_leadership,101,https://hbr.org,https://hbr.org/subscribe?tpcc=rss,,rss,GLOBAL,0.90,True,HBR public RSS. Metadata freely available. Signal discovery only.,continuous,365,True,True
McKinsey & Company — Insights,thought_leadership,102,https://www.mckinsey.com/insights,https://www.mckinsey.com/insights/rss,,rss,GLOBAL,0.88,True,McKinsey Insights public RSS. Signal discovery only — title/summary/url.,continuous,60,True,True
Gartner Blog Network,thought_leadership,103,https://blogs.gartner.com,https://blogs.gartner.com/feed/,,rss,GLOBAL,0.82,True,Gartner Blog Network public RSS. Analyst commentary. Metadata-only aggregation.,continuous,60,True,True
World Economic Forum — Agenda,thought_leadership,105,https://www.weforum.org,https://www.weforum.org/agenda/feed/,,rss,GLOBAL,0.84,True,"WEF Agenda public RSS. Covers future of work, resilience, sustainability, AI governance.",continuous,60,True,True
MIT Technology Review,thought_leadership,106,https://www.technologyreview.com,https://www.technologyreview.com/feed/,,rss,GLOBAL,0.86,True,"MIT Technology Review public RSS. AI, emerging tech, societal impact. Signal discovery only.",continuous,365,True,True
Stanford Social Innovation Review,thought_leadership,107,https://ssir.org,https://ssir.org/site/rss_2.0,,rss,GLOBAL,0.80,True,"SSIR public RSS. Open-access journal. Sustainable performance, human-centred leadership.",continuous,180,True,True
Deloitte Insights,thought_leadership,108,https://www2.deloitte.com/us/en/insights.html,https://www2.deloitte.com/us/en/insights/rss.xml,,rss,GLOBAL,0.83,True,"Deloitte Insights public RSS. Risk, resilience, workforce, technology. Signal discovery only.",continuous,60,True,True
PwC Strategy+Business,thought_leadership,109,https://www.strategy-business.com,https://www.strategy-business.com/rss/rss.xml,,rss,GLOBAL,0.82,True,PwC Strategy+Business public RSS. Open-access management journal. Signal discovery only.,continuous,365,True,True
Melbourne Airport,transport,3,https://www.melbourneairport.com.au/arrivals,,,scrape,AU,0.78,True,Flight arrivals page. /passengers/flights and /flight-information both 404 — updated to /arrivals (HTTP 200).,continuous,14,False,False
Sydney Trains Alerts,transport,3,https://transportnsw.info/alerts,,,scrape,AU,0.80,True,Transport for NSW service alerts.,continuous,14,False,False
PTV Disruptions,transport,3,https://www.ptv.vic.gov.au/disruptions/,,,scrape,AU,0.80,False,Public Transport Victoria service disruptions. 403 Forbidden (bot detection active) — permanently blocked. Use Sydney Trains replacement.,continuous,14,False,False
Transurban Traffic Updates,transport,3,https://www.transurban.com/network,,,scrape,AU,0.80,False,Major toll road incidents. URL returns 404 — site restructured. Deactivated.,continuous,14,False,False
Greater Good Magazine,wellness,50,https://greatergood.berkeley.edu,https://greatergood.berkeley.edu/feed,,rss,GLOBAL,0.75,True,"Berkeley Science Center — evidence-based wellbeing, resilience, and performance science",continuous,28,True,True
Mindful.org,wellness,51,https://www.mindful.org,https://www.mindful.org/feed/,,rss,GLOBAL,0.65,True,Mindfulness and performance for leaders and professionals,continuous,28,True,True
Gallup Workplace,wellness,52,https://www.gallup.com/workplace/236927/home.aspx,https://news.gallup.com/poll/rss,,rss,GLOBAL,0.80,True,"Gallup research on employee well-being, engagement, and performance",continuous,21,True,True
Harvard Business Review — Managing Yourself,wellness,53,https://hbr.org/topic/managing-yourself,https://feeds.hbr.org/harvardbusiness,,rss,GLOBAL,0.85,True,"HBR on personal effectiveness, leadership wellbeing, and sustainable high performance",continuous,21,True,True
Psychology Today — Work,wellness,54,https://www.psychologytoday.com/intl/basics/work,https://www.psychologytoday.com/us/front/feed,,rss,GLOBAL,0.70,True,"Psychology Today workplace, burnout, performance, and leadership psychology",continuous,21,True,True
Fast Company — Work Life,wellness,55,https://www.fastcompany.com/work-life,https://www.fastcompany.com/work-life/rss,,rss,GLOBAL,0.72,True,"Professional wellbeing, burnout, sustainable careers, and high-performance habits",continuous,21,True,True
MIT Sloan Management Review,wellness,56,https://sloanreview.mit.edu,https://sloanreview.mit.edu/feed/,,rss,GLOBAL,0.85,True,"Leadership, organisational performance, and human capability — rigorous and practitioner-focused",continuous,28,True,True
Positive Psychology,wellness,58,https://positivepsychology.com,https://positivepsychology.com/blog/feed/,,rss,GLOBAL,0.75,True,"Evidence-based positive psychology for performance, resilience, and leadership",continuous,28,True,True
Harvard Health Publishing,wellness,59,https://www.health.harvard.edu,https://www.health.harvard.edu/rss/feed,,rss,GLOBAL,0.80,True,"Harvard Medical School — stress, cognitive performance, recovery, and executive health",continuous,28,True,True
World Economic Forum — Well-being,wellness,60,https://www.weforum.org/agenda/wellbeing,https://agenda.weforum.org/news/feed/,,rss,GLOBAL,0.78,True,"WEF thought leadership on human capital, wellbeing at scale, and future of work",continuous,21,True,True
Inc. Magazine — Leadership,wellness,62,https://www.inc.com/leadership,https://www.inc.com/rss,,rss,GLOBAL,0.65,True,"Practical leadership performance, resilience, and sustainable high-output habits",continuous,14,True,True
Black Dog Institute,wellness,67,https://www.blackdoginstitute.org.au,https://www.blackdoginstitute.org.au/feed/,,rss,AU,0.83,True,"Leading Australian mental health research — workplace depression, burnout, resilience and psychological wellbeing",continuous,28,True,True
The Conversation — Health,wellness,68,https://theconversation.com/au,https://theconversation.com/au/health/articles.atom,,rss,AU,0.80,True,"Academic experts writing for practitioners — evidence-based occupational health, mental wellbeing, and performance science",continuous,21,True,True
McKinsey Quarterly — People & Organisation,wellness,69,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights,https://www.mckinsey.com/insights/rss,,rss,GLOBAL,0.88,True,"McKinsey research on workforce wellbeing, human capital, leadership performance, and organisational health",continuous,21,True,True
International Coach Federation,wellness,71,https://coachingfederation.org,https://coachingfederation.org/resources/blog/feed/,,rss,GLOBAL,0.78,True,"ICF — coaching research, practitioner insights, wellbeing in coaching practice and leadership development",continuous,28,True,True
Center for Creative Leadership,wellness,72,https://www.ccl.org,https://www.ccl.org/articles/feed/,,rss,GLOBAL,0.80,True,"CCL research on leadership development, resilience, executive wellbeing, and sustainable high performance",continuous,21,True,True
Stanford Social Innovation Review,wellness,73,https://ssir.org,https://ssir.org/site/rss_2.0,,rss,GLOBAL,0.78,True,"Evidence-based research on human potential, wellbeing at scale, and purposeful high-impact leadership",continuous,28,True,True
Cambridge Wellbeing Institute,wellness,74,https://www.wellbeing.cam.ac.uk,https://www.cambridgewellbeing.org/feed,,rss,GLOBAL,0.85,True,"University of Cambridge — rigorous wellbeing science, sustainable performance research, and leadership psychology",continuous,28,True,True
People Management,wellness,75,https://www.peoplemanagement.co.uk,https://www.peoplemanagement.co.uk/rss,,rss,GLOBAL,0.80,True,"CIPD's flagship magazine — HR practice, workplace wellbeing, leadership development, and people strategy",continuous,21,True,True
Thrive Global,wellness,57,https://thriveglobal.com,https://thriveglobal.com/feed/,,rss,GLOBAL,0.68,False,"Sustainable high performance, burnout prevention, and leadership wellbeing [DEACTIVATED: no public RSS feed]",continuous,21,True,True
CIPD — People Management,wellness,61,https://www.cipd.org,https://www.cipd.org/rss/articles/,,rss,GLOBAL,0.80,False,Chartered Institute of Personnel and Development — workplace wellbeing research and practice [DEACTIVATED: no public RSS — replaced by People Management],continuous,28,True,True
Heads Up — Beyond Blue Workplace,wellness,63,https://www.headsup.org.au,https://www.headsup.org.au/rss,,rss,AU,0.78,False,Australian workplace mental health — Beyond Blue initiative for leaders and organisations [DEACTIVATED: no public RSS feed],continuous,28,True,True
SuperFriend,wellness,64,https://superfriend.com.au,https://superfriend.com.au/feed/,,rss,AU,0.75,False,Australian workplace mental wellbeing — research and practice for the financial services sector [DEACTIVATED: no public RSS feed],continuous,28,True,True
AHRI — HR Institute,wellness,65,https://www.ahri.com.au,https://www.ahri.com.au/feed,,rss,AU,0.82,False,"Australian HR Institute — employee wellbeing, resilience, sustainable performance in Australian workplaces [DEACTIVATED: no public RSS feed]",continuous,21,True,True
Safe Work Australia,wellness,66,https://www.safeworkaustralia.gov.au,https://www.safeworkaustralia.gov.au/rss.xml,,rss,AU,0.79,False,"National workplace health and safety regulator — psychosocial hazards, mental health at work, evidence-based interventions [DEACTIVATED: no public RSS feed]",continuous,28,True,True
Deloitte Insights — Human Capital,wellness,70,https://www2.deloitte.com/us/en/insights/topics/human-capital-trends.html,https://www2.deloitte.com/us/en/insights.rss.html,,rss,GLOBAL,0.84,False,"Deloitte research on workforce trends, wellbeing at scale, leader effectiveness and sustainable work design [DEACTIVATED: RSS feed unconfirmed]",continuous,21,True,True
<<<<<<< HEAD
=======
Downdetector AU — Telstra,critical_infrastructure,2,https://downdetector.com.au/status/telstra/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Telstra (https://downdetector.com.au/status/telstra/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: real Firecrawl fetch-path capability built (intelligence/ingestion/firecrawl_client.py, calls Firecrawl's REST API directly with FIRECRAWL_API_KEY) — the adapter now tries a plain fetch first and falls back to a real Firecrawl scrape only on HTTP 403, confirmed live bypassing the block. Cadence: once daily via the 06:00 daily_collection_job only — explicitly excluded from the 180-min intraday sweep in intelligence/scheduler.py to stay within the Firecrawl Free-plan 1,000-scrapes/month hard cap (shared across all account usage). See .claude/skills/bot-reviews/fixes-2026-08-09/firecrawl-production-provisioning.md.]",intermittent,2,,
Downdetector AU — Optus,critical_infrastructure,2,https://downdetector.com.au/status/optus/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Optus (https://downdetector.com.au/status/optus/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: real Firecrawl fetch-path capability built (intelligence/ingestion/firecrawl_client.py, calls Firecrawl's REST API directly with FIRECRAWL_API_KEY) — the adapter now tries a plain fetch first and falls back to a real Firecrawl scrape only on HTTP 403, confirmed live bypassing the block. Cadence: once daily via the 06:00 daily_collection_job only — explicitly excluded from the 180-min intraday sweep in intelligence/scheduler.py to stay within the Firecrawl Free-plan 1,000-scrapes/month hard cap (shared across all account usage). See .claude/skills/bot-reviews/fixes-2026-08-09/firecrawl-production-provisioning.md.]",intermittent,2,,
Downdetector AU — TPG Telecom,critical_infrastructure,2,https://downdetector.com.au/status/tpg/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for TPG Telecom (https://downdetector.com.au/status/tpg/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: real Firecrawl fetch-path capability built (intelligence/ingestion/firecrawl_client.py, calls Firecrawl's REST API directly with FIRECRAWL_API_KEY) — the adapter now tries a plain fetch first and falls back to a real Firecrawl scrape only on HTTP 403, confirmed live bypassing the block. Cadence: once daily via the 06:00 daily_collection_job only — explicitly excluded from the 180-min intraday sweep in intelligence/scheduler.py to stay within the Firecrawl Free-plan 1,000-scrapes/month hard cap (shared across all account usage). See .claude/skills/bot-reviews/fixes-2026-08-09/firecrawl-production-provisioning.md.]",intermittent,2,,
Downdetector AU — Vodafone,critical_infrastructure,2,https://downdetector.com.au/status/vodafone/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Vodafone (https://downdetector.com.au/status/vodafone/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: real Firecrawl fetch-path capability built (intelligence/ingestion/firecrawl_client.py, calls Firecrawl's REST API directly with FIRECRAWL_API_KEY) — the adapter now tries a plain fetch first and falls back to a real Firecrawl scrape only on HTTP 403, confirmed live bypassing the block. Cadence: once daily via the 06:00 daily_collection_job only — explicitly excluded from the 180-min intraday sweep in intelligence/scheduler.py to stay within the Firecrawl Free-plan 1,000-scrapes/month hard cap (shared across all account usage). See .claude/skills/bot-reviews/fixes-2026-08-09/firecrawl-production-provisioning.md.]",intermittent,2,,
Downdetector AU — iiNet,critical_infrastructure,2,https://downdetector.com.au/status/iinet/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for iiNet (https://downdetector.com.au/status/iinet/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10 (coverage expansion round 2): the shared Firecrawl fetch-path capability this class of source needed (intelligence/ingestion/firecrawl_client.py) was built earlier tonight and is already proven live for the 5 core-telecom Downdetector sources -- this source uses the identical telecom-sector fetch path, no new code. Real fresh headroom check against the DB-backed hard-cap circuit breaker (intelligence/ingestion/external_fetch_budget.py, ceiling 850/1000): committed Firecrawl volume before this change was 584/month (7 daily+fortnightly sources = 224, + Telstra/Optus tiered cadence = 360); this source adds 30/month (1x/day x 30, not tiered -- small ISPs excluded from the priority-tiered cadence by the Captain's own brief). All 5 small-ISP sources together add 160/month (150 daily + 10 fortnightly), bringing the new committed total to 744/month against the 850 ceiling -- 106/month (12.5%) of real headroom left, plus the circuit breaker itself as a hard backstop if this projection is ever wrong in practice. See .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-coverage-expansion-round2.md for the full math.]",intermittent,2,,
Downdetector AU — Dodo,critical_infrastructure,2,https://downdetector.com.au/status/dodo/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Dodo (https://downdetector.com.au/status/dodo/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10 (coverage expansion round 2): the shared Firecrawl fetch-path capability this class of source needed (intelligence/ingestion/firecrawl_client.py) was built earlier tonight and is already proven live for the 5 core-telecom Downdetector sources -- this source uses the identical telecom-sector fetch path, no new code. Real fresh headroom check against the DB-backed hard-cap circuit breaker (intelligence/ingestion/external_fetch_budget.py, ceiling 850/1000): committed Firecrawl volume before this change was 584/month (7 daily+fortnightly sources = 224, + Telstra/Optus tiered cadence = 360); this source adds 30/month (1x/day x 30, not tiered -- small ISPs excluded from the priority-tiered cadence by the Captain's own brief). All 5 small-ISP sources together add 160/month (150 daily + 10 fortnightly), bringing the new committed total to 744/month against the 850 ceiling -- 106/month (12.5%) of real headroom left, plus the circuit breaker itself as a hard backstop if this projection is ever wrong in practice. See .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-coverage-expansion-round2.md for the full math.]",intermittent,2,,
Downdetector AU — Aussie Broadband,critical_infrastructure,2,https://downdetector.com.au/status/aussie-broadband/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Aussie Broadband (https://downdetector.com.au/status/aussie-broadband/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10 (coverage expansion round 2): the shared Firecrawl fetch-path capability this class of source needed (intelligence/ingestion/firecrawl_client.py) was built earlier tonight and is already proven live for the 5 core-telecom Downdetector sources -- this source uses the identical telecom-sector fetch path, no new code. Real fresh headroom check against the DB-backed hard-cap circuit breaker (intelligence/ingestion/external_fetch_budget.py, ceiling 850/1000): committed Firecrawl volume before this change was 584/month (7 daily+fortnightly sources = 224, + Telstra/Optus tiered cadence = 360); this source adds 30/month (1x/day x 30, not tiered -- small ISPs excluded from the priority-tiered cadence by the Captain's own brief). All 5 small-ISP sources together add 160/month (150 daily + 10 fortnightly), bringing the new committed total to 744/month against the 850 ceiling -- 106/month (12.5%) of real headroom left, plus the circuit breaker itself as a hard backstop if this projection is ever wrong in practice. See .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-coverage-expansion-round2.md for the full math.]",intermittent,2,,
